tenant_id,request_id,model_requested,model_used,decision,reason,tokens_used_today,budget_used_today,evaluated_at
C1_SMALL,req_77470,gpt-3.5,,block,Daily token limit exceeded.,142356,313.16,2025-11-16T15:27:37.341820
C1_SMALL,req_10169,gpt-3.5,,block,Model not permitted under current policy tier.,494441,54.16,2026-02-28T21:35:24.341820
C1_SMALL,req_63891,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,284624,280.69,2026-03-13T00:32:57.341820
C1_SMALL,req_48778,mistral,,block,Daily token limit exceeded.,95924,464.93,2026-02-05T08:40:13.341820
C1_SMALL,req_24978,gpt-4,,block,Daily token limit exceeded.,65782,364.84,2026-01-15T12:58:37.341820
C1_SMALL,req_25355,mistral,,block,Daily token limit exceeded.,427629,422.54,2025-11-12T04:58:00.341820
C1_SMALL,req_55862,gpt-4,,block,Daily token limit exceeded.,427997,465.83,2025-12-11T00:37:25.341820
C1_SMALL,req_69192,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,45241,385.96,2026-04-10T21:05:11.341820
C1_SMALL,req_98006,mistral,,block,Daily token limit exceeded.,270867,62.94,2025-12-03T14:20:03.341820
C1_SMALL,req_38559,gpt-4,,block,Daily token limit exceeded.,26816,100.44,2025-12-23T06:02:55.341820
C1_SMALL,req_19268,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,497389,454.16,2026-02-20T20:18:22.341820
C1_SMALL,req_68240,gpt-4,,block,Monthly budget cap hit.,223087,117.9,2025-12-25T22:00:16.341820
C1_SMALL,req_46154,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,44518,490.45,2026-04-05T05:57:19.341820
C1_SMALL,req_12170,mistral,,block,Model not permitted under current policy tier.,264994,99.5,2025-12-28T17:04:47.341820
C1_SMALL,req_10666,gpt-3.5,,block,Model not permitted under current policy tier.,304707,165.76,2025-11-24T15:56:25.341820
C1_SMALL,req_36714,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,353409,207.15,2026-02-11T15:53:03.341820
C1_SMALL,req_83209,gpt-4,,block,Daily token limit exceeded.,298639,51.75,2025-11-19T10:30:15.341820
C1_SMALL,req_62062,mistral,,block,Daily token limit exceeded.,485095,213.13,2026-03-29T01:42:02.341820
C1_SMALL,req_22009,gpt-3.5,,block,Model not permitted under current policy tier.,290485,477.72,2026-01-19T03:13:22.341820
C1_SMALL,req_46750,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,387724,368.97,2026-03-06T23:29:03.341820
C1_SMALL,req_38808,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,311644,75.69,2026-01-12T02:58:57.341820
C1_SMALL,req_40379,gpt-4,,block,Model not permitted under current policy tier.,297881,87.55,2025-10-23T02:04:18.341820
C1_SMALL,req_91168,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,468968,323.91,2025-12-25T17:17:52.341820
C1_SMALL,req_73786,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,450629,333.08,2025-12-28T01:01:39.341820
C1_SMALL,req_13320,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,66963,388.25,2026-02-28T03:15:37.341820
C1_SMALL,req_59409,mistral,,block,Monthly budget cap hit.,325075,345.07,2026-03-22T06:08:03.341820
C1_SMALL,req_20036,gpt-4,,block,Model not permitted under current policy tier.,331012,12.74,2025-11-22T04:37:38.341820
C1_SMALL,req_62727,gpt-4,,block,Model not permitted under current policy tier.,370024,392.59,2025-10-27T04:34:46.341820
C1_SMALL,req_62174,gpt-3.5,,block,Monthly budget cap hit.,335513,100.12,2025-12-25T10:43:03.341820
C1_SMALL,req_85300,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,183775,44.37,2026-01-22T07:22:02.341820
C1_SMALL,req_26706,gpt-4,,block,Model not permitted under current policy tier.,205806,342.63,2025-12-11T15:58:41.341820
C1_SMALL,req_86351,gpt-3.5,,block,Model not permitted under current policy tier.,96073,105.25,2025-11-07T15:37:33.341820
C1_SMALL,req_28935,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,298848,443.59,2026-02-02T02:51:41.341820
C1_SMALL,req_35600,gpt-3.5,,block,Model not permitted under current policy tier.,397807,206.88,2025-11-09T17:21:32.341820
C1_SMALL,req_63407,gpt-4,,block,Model not permitted under current policy tier.,20397,245.18,2026-03-23T21:08:11.341820
C1_SMALL,req_84580,mistral,,block,Model not permitted under current policy tier.,12963,308.84,2026-03-19T06:06:47.341820
C1_SMALL,req_98551,gpt-3.5,,block,Model not permitted under current policy tier.,177632,226.36,2025-11-01T11:30:02.341820
C1_SMALL,req_90915,gpt-3.5,,block,Daily token limit exceeded.,317732,461.56,2026-02-11T02:01:47.341820
C1_SMALL,req_73644,gpt-3.5,,block,Model not permitted under current policy tier.,57127,35.45,2026-03-11T10:15:29.341820
C1_SMALL,req_75334,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,101651,58.95,2026-04-11T13:38:54.341820
C1_SMALL,req_90908,gpt-3.5,,block,Daily token limit exceeded.,188544,448.59,2026-01-08T23:28:26.341820
C1_SMALL,req_83617,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,28581,323.63,2026-02-13T07:04:10.341820
C1_SMALL,req_12636,gpt-3.5,,block,Monthly budget cap hit.,493752,111.9,2025-11-16T12:55:54.341820
C1_SMALL,req_11167,gpt-4,,block,Daily token limit exceeded.,169635,72.12,2026-01-12T08:32:48.341820
C1_SMALL,req_25556,gpt-3.5,,block,Daily token limit exceeded.,471127,356.66,2026-02-01T22:32:24.341820
C1_SMALL,req_67643,mistral,,block,Model not permitted under current policy tier.,390783,221.85,2026-01-26T12:06:11.341820
C1_SMALL,req_45092,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,139562,134.69,2026-01-14T20:06:05.341820
C1_SMALL,req_97715,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,406168,211.61,2026-02-19T11:58:34.341820
C1_SMALL,req_18760,gpt-3.5,,block,Monthly budget cap hit.,346036,47.1,2025-10-23T20:32:27.341820
C1_SMALL,req_57496,gpt-4,,block,Monthly budget cap hit.,419076,264.29,2026-03-11T20:36:09.341820
C1_SMALL,req_19113,gpt-3.5,,block,Monthly budget cap hit.,57631,77.37,2025-12-11T07:58:40.341820
C1_SMALL,req_34347,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,40020,471.57,2025-11-22T20:09:10.341820
C1_SMALL,req_10425,gpt-3.5,,block,Daily token limit exceeded.,225564,479.61,2026-01-26T11:48:31.341820
C1_SMALL,req_41975,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,473559,410.09,2026-03-20T18:31:26.341820
C1_SMALL,req_99087,mistral,,block,Model not permitted under current policy tier.,385727,75.2,2026-01-27T08:07:47.341820
C1_SMALL,req_14751,mistral,,block,Daily token limit exceeded.,281605,483.75,2025-10-29T20:00:08.341820
C1_SMALL,req_60312,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,392298,380.11,2025-11-08T20:36:12.341820
C1_SMALL,req_28917,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,11921,132.44,2026-03-14T08:32:49.341820
C1_SMALL,req_66606,mistral,,block,Model not permitted under current policy tier.,158698,499.2,2025-11-05T03:04:47.341820
C1_SMALL,req_86500,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,103734,181.94,2025-12-26T13:10:08.341820
C1_SMALL,req_68528,gpt-4,,block,Monthly budget cap hit.,418553,179.48,2026-02-25T02:40:41.341820
C1_SMALL,req_57880,gpt-3.5,,block,Monthly budget cap hit.,42696,439.24,2025-10-27T16:31:19.341820
C1_SMALL,req_33906,gpt-4,,block,Model not permitted under current policy tier.,499522,93.69,2025-12-12T02:38:32.341820
C1_SMALL,req_54627,gpt-4,,block,Monthly budget cap hit.,407904,53.23,2026-02-05T09:20:49.341820
C1_SMALL,req_25048,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,294361,324.38,2026-01-13T12:27:52.341820
C1_SMALL,req_85128,mistral,,block,Daily token limit exceeded.,186192,305.91,2026-03-18T20:14:12.341820
C1_SMALL,req_57309,gpt-4,,block,Monthly budget cap hit.,335100,174.57,2025-11-07T04:06:41.341820
C1_SMALL,req_67136,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,363560,19.79,2026-03-06T07:25:57.341820
C1_SMALL,req_18990,gpt-3.5,,block,Model not permitted under current policy tier.,208632,60.96,2025-10-14T05:38:25.341820
C1_SMALL,req_75649,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,465403,205.33,2026-03-04T08:59:18.341820
C1_SMALL,req_55402,mistral,,block,Monthly budget cap hit.,54537,178.83,2025-12-11T12:22:52.341820
C1_SMALL,req_23763,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,446722,268.88,2025-12-08T21:05:41.341820
C1_SMALL,req_54811,mistral,,block,Model not permitted under current policy tier.,274576,266.93,2025-11-23T10:00:38.341820
C1_SMALL,req_17062,gpt-4,,block,Daily token limit exceeded.,286588,282.36,2026-02-02T14:34:06.341820
C1_SMALL,req_57006,mistral,,block,Model not permitted under current policy tier.,279197,273.4,2026-03-25T14:47:01.341820
C1_SMALL,req_81405,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,28417,443.54,2026-02-13T14:59:44.341820
C1_SMALL,req_88874,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,192914,37.3,2025-11-28T16:50:31.341820
C1_SMALL,req_66262,gpt-3.5,,block,Model not permitted under current policy tier.,15538,212.7,2025-12-12T18:27:29.341820
C1_SMALL,req_25709,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,452497,283.31,2026-03-19T23:48:09.341820
C1_SMALL,req_36731,mistral,,block,Daily token limit exceeded.,326774,87.31,2025-10-23T21:38:26.341820
C1_SMALL,req_27078,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,336203,390.08,2026-02-09T00:00:49.341820
C1_SMALL,req_41222,mistral,,block,Monthly budget cap hit.,140527,325.3,2025-10-29T15:29:22.341820
C1_SMALL,req_42715,mistral,,block,Monthly budget cap hit.,467914,221.34,2025-11-27T19:00:41.341820
C1_SMALL,req_32377,mistral,,block,Daily token limit exceeded.,250128,167.4,2025-12-18T18:12:00.341820
C1_SMALL,req_47792,gpt-4,,block,Model not permitted under current policy tier.,196848,477.26,2026-03-12T21:53:22.341820
C1_SMALL,req_94792,gpt-3.5,,block,Monthly budget cap hit.,205884,249.9,2026-01-21T05:01:26.341820
C1_SMALL,req_91600,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,330536,239.1,2025-11-19T02:03:09.341820
C1_SMALL,req_85680,gpt-4,,block,Daily token limit exceeded.,499142,148.88,2025-10-21T06:06:31.341820
C1_SMALL,req_40835,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,76555,348.29,2025-10-30T05:53:39.341820
C2_MEDIUM,req_94507,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,421047,56.04,2026-03-18T13:08:21.341820
C2_MEDIUM,req_60516,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,124796,138.65,2025-12-08T09:26:33.341820
C2_MEDIUM,req_13307,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,79008,140.39,2026-03-17T12:29:43.341820
C2_MEDIUM,req_67441,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,416738,227.81,2025-11-25T07:27:48.341820
C2_MEDIUM,req_17160,gpt-3.5,,block,Model not permitted under current policy tier.,147619,366.54,2026-03-06T13:35:19.341820
C2_MEDIUM,req_90756,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,110822,138.65,2026-03-08T11:06:49.341820
C2_MEDIUM,req_14158,gpt-4,,block,Daily token limit exceeded.,373562,299.54,2025-10-13T21:02:16.341820
C2_MEDIUM,req_99632,mistral,,block,Model not permitted under current policy tier.,346377,256.16,2026-03-03T06:07:13.341820
C2_MEDIUM,req_43216,mistral,,block,Daily token limit exceeded.,189280,60.94,2026-03-12T07:28:09.341820
C2_MEDIUM,req_87098,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,298930,406.63,2025-10-22T12:31:45.341820
C2_MEDIUM,req_99598,gpt-4,,block,Daily token limit exceeded.,327292,431.19,2025-12-22T17:59:22.341820
C2_MEDIUM,req_56875,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,479777,93.74,2025-10-31T01:06:41.341820
C2_MEDIUM,req_63655,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,22439,84.16,2026-02-13T19:42:17.341820
C2_MEDIUM,req_48394,mistral,,block,Model not permitted under current policy tier.,144013,138.17,2026-04-03T20:10:31.341820
C2_MEDIUM,req_62851,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,446546,485.32,2026-01-27T02:30:07.341820
C2_MEDIUM,req_92083,gpt-3.5,,block,Daily token limit exceeded.,220457,198.15,2026-04-03T22:29:48.341820
C2_MEDIUM,req_44452,mistral,,block,Monthly budget cap hit.,468191,291.36,2025-10-14T09:46:08.341820
C2_MEDIUM,req_60344,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,456580,416.32,2026-02-02T10:14:20.341820
C2_MEDIUM,req_88699,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,431187,430.77,2025-10-20T11:19:29.341820
C2_MEDIUM,req_78226,gpt-4,,block,Daily token limit exceeded.,349747,244.7,2025-11-30T10:31:05.341820
C2_MEDIUM,req_34279,gpt-4,,block,Monthly budget cap hit.,94677,343.84,2026-01-24T21:01:28.341820
C2_MEDIUM,req_14942,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,313596,115.24,2025-10-25T17:10:07.341820
C2_MEDIUM,req_91010,mistral,,block,Monthly budget cap hit.,323549,62.32,2026-02-05T00:24:54.341820
C2_MEDIUM,req_16321,mistral,,block,Daily token limit exceeded.,365998,473.28,2026-03-19T02:24:07.341820
C2_MEDIUM,req_47746,gpt-3.5,,block,Monthly budget cap hit.,392490,147.15,2026-03-29T09:55:15.341820
C2_MEDIUM,req_79689,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,271039,75.7,2025-11-12T01:57:37.341820
C2_MEDIUM,req_54759,mistral,,block,Monthly budget cap hit.,491127,263.56,2026-02-15T07:07:57.341820
C2_MEDIUM,req_30014,mistral,,block,Model not permitted under current policy tier.,53507,305.89,2025-11-15T02:03:52.341820
C2_MEDIUM,req_24323,gpt-4,,block,Daily token limit exceeded.,319776,458.53,2026-02-06T19:56:11.341820
C2_MEDIUM,req_49734,gpt-3.5,,block,Model not permitted under current policy tier.,55078,147.64,2026-02-26T18:34:54.341820
C2_MEDIUM,req_74824,gpt-3.5,,block,Daily token limit exceeded.,92207,477.45,2025-11-13T03:41:25.341820
C2_MEDIUM,req_45392,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,396608,184.82,2026-02-15T11:59:34.341820
C2_MEDIUM,req_76603,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,18142,35.31,2025-10-16T10:14:36.341820
C2_MEDIUM,req_91809,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,28245,378.28,2026-01-13T20:45:57.341820
C2_MEDIUM,req_28138,mistral,,block,Monthly budget cap hit.,50381,120.46,2025-12-10T10:43:54.341820
C2_MEDIUM,req_54719,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,179044,60.02,2025-12-16T23:02:31.341820
C2_MEDIUM,req_58398,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,398101,396.32,2026-01-22T18:09:57.341820
C2_MEDIUM,req_67465,gpt-3.5,,block,Model not permitted under current policy tier.,76868,272.78,2025-10-29T02:45:49.341820
C2_MEDIUM,req_99131,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,390786,246.81,2026-02-08T18:56:57.341820
C2_MEDIUM,req_68084,mistral,,block,Model not permitted under current policy tier.,47702,126.81,2025-12-08T00:18:01.341820
C2_MEDIUM,req_18621,gpt-4,,block,Model not permitted under current policy tier.,352924,255.0,2025-10-24T20:01:29.341820
C2_MEDIUM,req_19751,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,458346,68.83,2026-03-15T17:57:34.341820
C2_MEDIUM,req_98645,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,307475,105.96,2025-10-30T11:14:10.341820
C2_MEDIUM,req_99048,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,138853,247.8,2026-01-13T02:58:07.341820
C2_MEDIUM,req_51223,gpt-4,,block,Monthly budget cap hit.,486421,439.26,2025-11-26T05:04:53.341820
C2_MEDIUM,req_54252,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,34419,334.56,2026-02-13T01:51:06.341820
C2_MEDIUM,req_87323,gpt-3.5,,block,Model not permitted under current policy tier.,140315,404.2,2026-01-14T08:51:12.341820
C2_MEDIUM,req_45622,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,274890,424.13,2026-04-05T02:12:33.341820
C2_MEDIUM,req_71103,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,457334,208.84,2026-04-05T23:54:18.341820
C2_MEDIUM,req_62058,gpt-4,,block,Daily token limit exceeded.,122176,329.01,2026-02-24T01:02:45.341820
C2_MEDIUM,req_73635,mistral,,block,Daily token limit exceeded.,28332,287.9,2026-03-09T16:14:59.341820
C2_MEDIUM,req_41474,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,311933,156.06,2026-02-24T08:35:59.341820
C2_MEDIUM,req_48847,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,380808,219.79,2025-10-29T12:04:48.341820
C2_MEDIUM,req_87300,gpt-4,,block,Daily token limit exceeded.,459298,169.12,2025-12-21T16:50:52.341820
C2_MEDIUM,req_23098,mistral,,block,Daily token limit exceeded.,239892,261.18,2025-11-05T05:33:33.341820
C2_MEDIUM,req_25917,gpt-3.5,,block,Monthly budget cap hit.,144012,147.53,2025-11-28T23:25:06.341820
C2_MEDIUM,req_94472,gpt-4,,block,Monthly budget cap hit.,198320,222.92,2026-02-15T14:21:45.341820
C2_MEDIUM,req_55701,gpt-4,,block,Model not permitted under current policy tier.,417785,122.69,2025-12-15T11:45:15.341820
C2_MEDIUM,req_66197,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,177379,331.95,2026-03-22T03:34:47.341820
C2_MEDIUM,req_24333,gpt-3.5,,block,Daily token limit exceeded.,400739,320.98,2026-03-01T08:18:05.341820
C2_MEDIUM,req_52585,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,412797,144.06,2026-01-21T10:10:33.341820
C2_MEDIUM,req_82945,mistral,,block,Monthly budget cap hit.,166375,394.05,2025-11-29T21:48:40.341820
C2_MEDIUM,req_90284,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,484661,54.57,2026-03-05T16:13:55.341820
C2_MEDIUM,req_59353,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,317704,127.2,2025-12-29T13:40:01.341820
C2_MEDIUM,req_83950,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,496001,447.24,2025-10-22T04:47:59.341820
C2_MEDIUM,req_84949,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,70096,216.33,2026-02-20T19:42:29.341820
C2_MEDIUM,req_80073,mistral,,block,Monthly budget cap hit.,224469,217.32,2026-03-01T20:19:37.341820
C2_MEDIUM,req_75298,gpt-4,,block,Daily token limit exceeded.,91891,136.86,2025-12-11T14:13:51.341820
C2_MEDIUM,req_34713,gpt-4,,block,Model not permitted under current policy tier.,78901,489.9,2025-12-26T08:27:00.341820
C2_MEDIUM,req_91120,gpt-3.5,,block,Model not permitted under current policy tier.,154932,450.03,2025-12-26T08:07:18.341820
C2_MEDIUM,req_39704,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,27076,263.76,2025-10-29T02:33:40.341820
C2_MEDIUM,req_76480,gpt-3.5,,block,Monthly budget cap hit.,197603,29.84,2026-01-21T04:36:26.341820
C2_MEDIUM,req_88704,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,102039,49.27,2026-04-11T14:09:28.341820
C2_MEDIUM,req_35264,gpt-3.5,,block,Daily token limit exceeded.,293479,59.69,2026-01-15T16:07:35.341820
C2_MEDIUM,req_31060,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,93719,158.87,2025-11-21T06:01:17.341820
C2_MEDIUM,req_60509,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,88992,97.95,2026-02-01T04:36:00.341820
C2_MEDIUM,req_34122,mistral,,block,Model not permitted under current policy tier.,152389,318.53,2026-01-28T17:13:37.341820
C2_MEDIUM,req_47382,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,247432,89.28,2025-11-20T15:27:36.341820
C2_MEDIUM,req_56008,mistral,,block,Monthly budget cap hit.,172785,35.21,2025-10-16T02:31:25.341820
C2_MEDIUM,req_26583,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,258530,243.18,2025-10-30T10:23:06.341820
C2_MEDIUM,req_42865,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,111655,57.04,2025-12-25T19:42:14.341820
C2_MEDIUM,req_22521,mistral,,block,Model not permitted under current policy tier.,354181,473.75,2026-01-01T02:55:03.341820
C2_MEDIUM,req_62234,mistral,,block,Model not permitted under current policy tier.,396321,35.07,2025-12-03T09:30:11.341820
C2_MEDIUM,req_83502,mistral,,block,Daily token limit exceeded.,480020,369.53,2026-02-05T03:06:36.341820
C2_MEDIUM,req_27720,mistral,,block,Monthly budget cap hit.,60571,180.34,2025-11-30T14:02:47.341820
C2_MEDIUM,req_90326,gpt-3.5,,block,Monthly budget cap hit.,243901,466.49,2026-02-15T02:46:04.341820
C2_MEDIUM,req_91288,mistral,,block,Model not permitted under current policy tier.,182297,323.29,2026-03-22T17:08:53.341820
C2_MEDIUM,req_75964,gpt-4,,block,Daily token limit exceeded.,192142,116.47,2025-10-29T18:00:47.341820
C2_MEDIUM,req_89427,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,109016,474.73,2025-11-06T15:34:34.341820
C2_MEDIUM,req_26624,mistral,,block,Daily token limit exceeded.,60532,87.42,2026-03-13T01:25:50.341820
C2_MEDIUM,req_90070,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,321472,302.08,2026-02-01T09:20:39.341820
C2_MEDIUM,req_40500,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,105925,447.91,2026-01-07T22:12:44.341820
C2_MEDIUM,req_97458,gpt-3.5,,block,Daily token limit exceeded.,473655,340.43,2025-12-30T16:20:02.341820
C2_MEDIUM,req_35395,gpt-3.5,,block,Daily token limit exceeded.,75626,132.49,2025-11-27T09:08:27.341820
C2_MEDIUM,req_75293,gpt-3.5,,block,Model not permitted under current policy tier.,136451,49.27,2026-02-15T19:38:37.341820
C2_MEDIUM,req_65502,gpt-4,,block,Daily token limit exceeded.,107803,57.61,2025-12-04T14:27:35.341820
C2_MEDIUM,req_93195,gpt-4,,block,Model not permitted under current policy tier.,266638,123.68,2026-02-21T12:22:27.341820
C2_MEDIUM,req_30549,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,39549,175.24,2026-04-10T07:50:25.341820
C2_MEDIUM,req_11451,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,93614,64.72,2026-01-26T23:08:35.341820
C2_MEDIUM,req_88171,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,98127,137.0,2026-04-02T19:16:09.341820
C2_MEDIUM,req_70998,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,35798,297.91,2026-01-31T19:16:31.341820
C2_MEDIUM,req_93719,mistral,,block,Model not permitted under current policy tier.,57478,270.75,2026-01-02T00:51:42.341820
C2_MEDIUM,req_84789,gpt-3.5,,block,Model not permitted under current policy tier.,406098,321.82,2026-04-02T13:03:41.341820
C2_MEDIUM,req_18102,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,370286,283.69,2025-12-16T09:28:02.341820
C2_MEDIUM,req_11510,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,399736,320.0,2025-11-05T21:18:56.341820
C2_MEDIUM,req_29174,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,391060,222.88,2025-12-28T01:17:34.341820
C2_MEDIUM,req_27775,mistral,,block,Monthly budget cap hit.,75746,69.84,2025-11-28T18:31:42.341820
C2_MEDIUM,req_48323,gpt-3.5,,block,Daily token limit exceeded.,385085,331.12,2025-12-10T20:59:14.341820
C2_MEDIUM,req_85772,gpt-4,,block,Daily token limit exceeded.,275554,267.62,2026-03-24T02:46:02.341820
C2_MEDIUM,req_38522,mistral,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,497546,132.56,2026-01-23T15:38:37.341820
C2_MEDIUM,req_86432,gpt-3.5,mistral,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,111859,408.73,2025-11-07T10:37:18.341820
C2_MEDIUM,req_94235,gpt-4,gpt-3.5,allow_downgrade,Budget threshold at 80% - downgraded to cheaper model automatically.,351812,55.44,2025-11-11T19:49:04.341820
C2_MEDIUM,req_26335,mistral,,block,Daily token limit exceeded.,154730,341.39,2025-10-17T11:14:57.341820
